"preu_eur","ubicacio","superficie_construida_m2","habitacions","banys","planta","antiguitat_anys","armaris_empotrats","calefaccio","cuina_equipada","planta_num","antiguitat_num","armaris_bin","calefaccio_bin","cuina_bin","preu_m2","cluster"
2000,"Sarria Sant Gervasi Sarria",183,4,2,"Bajo","Más de 50 años","","","",0,60,"No","No","No",10.93,"3"
3100,"Sant Gervasi Galvany",110,2,1,"5ª","Más de 50 años","1","Central","",5,60,"Sí","Sí","No",28.18,"1"
2600,"Sant Gervasi Galvany",110,2,1,"4ª","Más de 50 años","1","Central","",4,60,"Sí","Sí","No",23.64,"1"
1790,"El Barri Gotic",119,3,2,"3ª","Más de 50 años","1","Central","Cocina equipada",3,60,"Sí","Sí","Sí",15.04,"3"
1050,"Estudio El Guinardo",40,1,1,"3ª","Más de 50 años","","","Americana",3,60,"No","No","Sí",26.25,"2"
4600,"Les Tres Torres",200,5,3,"2ª","Más de 50 años","1","","",2,60,"Sí","No","No",23,"5"
2000,"Sarria Sant Gervasi Sarria",183,4,2,"Bajo","Más de 50 años","","","",0,60,"No","No","No",10.93,"3"
7500,"Sant Pere Santa Caterina La Ribera",308,2,2,"4ª","Más de 50 años","","","",4,60,"No","No","No",24.35,"5"
2450,"El Putxet El Farro",156,4,2,"1ª","Entre 10 y 20 años","","Central","",1,15,"No","Sí","No",15.71,"3"
1695,"La Marina Del Prat Vermell Zona Franca Port",60,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",28.25,"2"
7500,"Sant Marti El Poblenou",200,4,3,"Bajo","Más de 50 años","","","",0,60,"No","No","No",37.5,"5"
11600,"Sarria Sant Gervasi Sarria",178,3,2,"6ª","Más de 50 años","","","",6,60,"No","No","No",65.17,"5"
1975,"El Poble Sec",59,2,2,"3ª","Más de 50 años","2","Eléctrica","",3,60,"Sí","Sí","No",33.47,"1"
4950,"Sarria Sant Gervasi Sarria",124,3,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",39.92,"3"
1538,"Sant Gervasi Galvany",73,3,1,"3ª","Más de 50 años","","","",3,60,"No","No","No",21.07,"4"
3900,"La Font En Fargues",320,2,2,"Bajo","Entre 30 y 50 años","","","",0,40,"No","No","No",12.19,"5"
1492,"El Coll",100,3,2,"Bajo","Más de 50 años","1","","Cocina americana",0,60,"Sí","No","Sí",14.92,"4"
7500,"Sant Pere Santa Caterina La Ribera",300,2,2,"4ª","Más de 50 años","1","","",4,60,"Sí","No","No",25,"5"
2000,"Sant Gervasi Galvany",85,2,1,"2ª","Entre 10 y 20 años","","","",2,15,"No","No","No",23.53,"1"
1634,"Sant Andreu La Sagrera",108,3,2,"7ª","Más de 50 años","","Gas natural","Independiente",7,60,"No","Sí","Sí",15.13,"4"
2900,"Eixample Sant Antoni",90,2,2,"Bajo","Más de 50 años","","","",0,60,"No","No","No",32.22,"1"
1600,"El Raval",70,2,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",22.86,"1"
2000,"Sant Gervasi Galvany",65,2,1,"1ª","Menos de 5 años","","","",1,2.5,"No","No","No",30.77,"1"
2085,"El Barri Gotic",100,2,1,"2ª","Más de 50 años","1","","Cocina amueblada",2,60,"Sí","No","Sí",20.85,"1"
1800,"Sant Pere Santa Caterina La Ribera",62,2,2,"4ª","Más de 50 años","1","Eléctrica","",4,60,"Sí","Sí","No",29.03,"1"
5000,"Sarria Sant Gervasi Sarria",190,3,3,"Bajo","Más de 50 años","1","","",0,60,"Sí","No","No",26.32,"5"
2000,"Sant Pere Santa Caterina La Ribera",61,2,2,"2ª","Más de 50 años","","Eléctrica","",2,60,"No","Sí","No",32.79,"1"
1350,"Ciutat Vella La Barceloneta",34,1,1,"4ª","Más de 50 años","","","",4,60,"No","No","No",39.71,"2"
2500,"Sant Pere Santa Caterina La Ribera",91,2,2,"4ª","Más de 50 años","","Eléctrica","",4,60,"No","Sí","No",27.47,"1"
1210,"4 0/",37,3,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",32.7,"4"
1180,"Ciutat Vella La Barceloneta",45,2,1,"Bajo","Más de 50 años","","","",0,60,"No","No","No",26.22,"1"
4200,"Eixample",75,3,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",56,"3"
3350,"El Raval",111,3,3,"4ª","Entre 10 y 20 años","","","",4,15,"No","No","No",30.18,"3"
1600,"Sant Gervasi Galvany",45,1,1,"1ª","Menos de 5 años","","","",1,2.5,"No","No","No",35.56,"2"
3300,"El Raval",150,3,3,"2ª","Entre 10 y 20 años","","","",2,15,"No","No","No",22,"3"
1550,"El Fort Pienc",60,1,1,"1ª","Entre 5 y 10 años","","","",1,7.5,"No","No","No",25.83,"2"
2200,"Sant Gervasi Galvany",80,2,1,"2ª","Menos de 5 años","","","",2,2.5,"No","No","No",27.5,"1"
2200,"Sant Gervasi Galvany",85,2,1,"3ª","Entre 10 y 20 años","","","",3,15,"No","No","No",25.88,"1"
2000,"Sant Gervasi Galvany",75,2,1,"3ª","Entre 10 y 20 años","","","",3,15,"No","No","No",26.67,"1"
3000,"Sant Gervasi Galvany",80,2,1,"2ª","Entre 20 y 30 años","","","",2,25,"No","No","No",37.5,"1"
3000,"Sant Gervasi Galvany",85,3,1,"7ª","Más de 50 años","","","",7,60,"No","No","No",35.29,"3"
1800,"Sant Gervasi Galvany",53,1,1,"2ª","Más de 50 años","","","",2,60,"No","No","No",33.96,"2"
1800,"Sant Gervasi Galvany",55,1,1,"Bajo","Más de 50 años","","","",0,60,"No","No","No",32.73,"2"
3700,"Ciutat Vella",45,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",82.22,"1"
3500,"Eixample",58,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",60.34,"2"
4200,"Ciutat Vella",220,3,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",19.09,"5"
3700,"Sant Marti",70,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",52.86,"1"
1515,"La Dreta De Eixample",75,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",20.2,"2"
2800,"Ciutat Vella",158,2,2,"4ª","Más de 50 años","","","",4,60,"No","No","No",17.72,"1"
1600,"Sant Gervasi Galvany",65,2,1,"1ª","Menos de 5 años","","","",1,2.5,"No","No","No",24.62,"1"
1850,"Sant Gervasi Galvany",55,1,1,"2ª","Menos de 5 años","","","",2,2.5,"No","No","No",33.64,"2"
3000,"Sant Gervasi Galvany",85,3,1,"1ª","Entre 10 y 20 años","","","",1,15,"No","No","No",35.29,"3"
2200,"Sant Gervasi Galvany",55,1,1,"2ª","Más de 50 años","","","",2,60,"No","No","No",40,"2"
2960,"Sant Pere Santa Caterina La Ribera",140,3,3,"1ª","Más de 50 años","","","",1,60,"No","No","No",21.14,"3"
5800,"Sarria Sant Gervasi Sarria",262,4,3,"5ª","Más de 50 años","","","",5,60,"No","No","No",22.14,"5"
4000,"Sant Gervasi Galvany",220,5,3,"6ª","Más de 50 años","","","",6,60,"No","No","No",18.18,"5"
3700,"Sant Gervasi Galvany",210,5,3,"4ª","Más de 50 años","","","",4,60,"No","No","No",17.62,"5"
4000,"La Vila De Gracia",85,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",47.06,"1"
3500,"Sant Gervasi Galvany",80,3,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",43.75,"3"
1600,"Sant Gervasi Galvany",55,1,1,"Bajo","Más de 50 años","","","",0,60,"No","No","No",29.09,"2"
5800,"Sarria Sant Gervasi Sarria",262,4,3,"5ª","Más de 50 años","","","",5,60,"No","No","No",22.14,"5"
4490,"Sant Gervasi La Bonanova",172,3,4,"6ª","Más de 50 años","","","",6,60,"No","No","No",26.1,"3"
7500,"Sant Pere Santa Caterina La Ribera",300,2,2,"4ª","Más de 50 años","","","",4,60,"No","No","No",25,"5"
3000,"Sant Gervasi Galvany",85,3,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",35.29,"3"
3000,"Sant Gervasi Galvany",85,3,1,"2ª","Más de 50 años","","","",2,60,"No","No","No",35.29,"3"
2600,"La Nova Esquerra De Eixample",120,3,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",21.67,"3"
2000,"Sant Gervasi Galvany",65,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",30.77,"2"
4400,"El Barri Gotic",132,1,1,"6ª","Más de 50 años","","","",6,60,"No","No","No",33.33,"1"
2000,"Sant Gervasi Galvany",55,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",36.36,"2"
3700,"Gracia Distrito",60,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",61.67,"1"
4200,"Sant Marti",140,3,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",30,"3"
3800,"La Font De La Guatlla",110,2,3,"1ª","Más de 50 años","","","",1,60,"No","No","No",34.55,"1"
3500,"Ciutat Vella",40,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",87.5,"2"
3700,"Eixample",60,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",61.67,"1"
4200,"Eixample",110,3,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",38.18,"3"
3700,"Eixample",66,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",56.06,"1"
1605,"Eixample",91,3,1,"6ª","Más de 50 años","","","",6,60,"No","No","No",17.64,"4"
4026,"Sant Gervasi La Bonanova",228,5,3,"3ª","Más de 50 años","","","",3,60,"No","No","No",17.66,"5"
2200,"Sant Gervasi Galvany",65,2,1,"1ª","Entre 10 y 20 años","","","",1,15,"No","No","No",33.85,"1"
1790,"La Dreta De Eixample",125,2,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",14.32,"1"
2999,"Sant Gervasi Galvany",71,1,1,"6ª","Más de 50 años","","","",6,60,"No","No","No",42.24,"2"
7100,"Sarria Sant Gervasi Sarria",273,3,3,"1ª","Entre 10 y 20 años","","","",1,15,"No","No","No",26.01,"5"
1500,"El Fort Pienc",40,1,1,"1ª","Entre 10 y 20 años","","","",1,15,"No","No","No",37.5,"2"
1900,"Sant Gervasi Galvany",60,1,1,"3ª","Más de 50 años","","","",3,60,"No","No","No",31.67,"2"
2500,"Sant Gervasi Galvany",70,2,1,"1ª","Entre 20 y 30 años","","","",1,25,"No","No","No",35.71,"1"
1600,"El Raval",55,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",29.09,"1"
1790,"La Vila De Gracia",188,1,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",9.52,"1"
3700,"Sant Marti",80,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",46.25,"1"
3500,"Eixample",61,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",57.38,"2"
3500,"Eixample",85,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",41.18,"2"
4500,"Eixample",210,4,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",21.43,"5"
3800,"Eixample",120,2,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",31.67,"1"
4200,"Sarria Sant Gervasi Sarria",76,3,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",55.26,"3"
3500,"Eixample",63,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",55.56,"2"
3700,"Eixample",65,2,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",56.92,"1"
2400,"La Vila De Gracia",80,3,1,"1ª","Entre 10 y 20 años","","","",1,15,"No","No","No",30,"4"
1600,"El Fort Pienc",60,3,1,"1ª","Entre 10 y 20 años","","","",1,15,"No","No","No",26.67,"4"
1700,"El Parc La Llacuna Del Poblenou",60,3,1,"4ª","Entre 20 y 30 años","","","",4,25,"No","No","No",28.33,"4"
2200,"Sant Gervasi Galvany",85,2,1,"4ª","Menos de 5 años","","","",4,2.5,"No","No","No",25.88,"1"
1000,"Sants Montjuic Hostafrancs",29,1,1,"5ª","Más de 50 años","","Eléctrica","Independiente",5,60,"No","Sí","Sí",34.48,"2"
1695,"Estudio Sarria Sant Gervasi Sarria",45,1,1,"Bajo","Más de 50 años","","Aire acondicionado","Abierta",0,60,"No","Sí","Sí",37.67,"2"
1830,"El Raval",130,4,2,"3ª","Más de 50 años","2","Eléctrica","Equipada independiente",3,60,"Sí","Sí","Sí",14.08,"3"
1150,"El Raval",65,2,2,"3ª","Más de 50 años","2","Central","Tipo  americana",3,60,"Sí","Sí","Sí",17.69,"1"
1800,"Sant Pere Santa Caterina La Ribera",48,1,1,"2ª","Más de 50 años","1","","Americana",2,60,"Sí","No","Sí",37.5,"2"
3500,"El Putxet El Farro",151,4,2,"1ª","Más de 50 años","Más de 2","","",1,60,"Sí","No","No",23.18,"3"
1102,"El Barri Gotic",50,1,1,"2ª","Entre 20 y 30 años","1","","Abierta",2,25,"Sí","No","Sí",22.04,"2"
1102,"El Barri Gotic",50,1,1,"1ª","Entre 20 y 30 años","1","","Abierta",1,25,"Sí","No","Sí",22.04,"2"
1130,"El Raval",86,1,1,"3ª","Más de 50 años","2","Eléctrica","",3,60,"Sí","Sí","No",13.14,"2"
3300,"La Dreta De Eixample",126,2,1,"2ª","Más de 50 años","","Bomba de calor","Americana",2,60,"No","Sí","Sí",26.19,"1"
3200,"Antiga Esquerra De Eixample",110,3,2,"Principal","Entre 5 y 10 años","Más de 2","","Independiente",1,7.5,"Sí","No","Sí",29.09,"3"
1150,"El Raval",65,2,2,"5ª","Más de 50 años","2","Central","Tipo  americana",5,60,"Sí","Sí","Sí",17.69,"1"
4900,"La Dreta De Eixample",60,2,1,"3ª","Menos de 5 años","1","","",3,2.5,"Sí","No","No",81.67,"1"
1300,"Ciutat Vella La Barceloneta",37,2,1,"5ª","Más de 50 años","","","",5,60,"No","No","No",35.14,"1"
8000,"La Dreta De Eixample",209,3,3,"2ª","Más de 50 años","","","",2,60,"No","No","No",38.28,"5"
4950,"Sarria Sant Gervasi Sarria",124,3,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",39.92,"3"
4950,"Sarria Sant Gervasi Sarria",124,3,2,"4ª","Más de 50 años","","","",4,60,"No","No","No",39.92,"3"
4950,"Sarria Sant Gervasi Sarria",124,3,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",39.92,"3"
4950,"Sarria Sant Gervasi Sarria",124,3,2,"2ª","Más de 50 años","","","",2,60,"No","No","No",39.92,"3"
4950,"Sarria Sant Gervasi Sarria",124,3,2,"2ª","Más de 50 años","","","",2,60,"No","No","No",39.92,"3"
5040,"La Vila De Gracia",100,2,2,"3ª","Menos de 5 años","Más de 2","Central","",3,2.5,"Sí","Sí","No",50.4,"1"
1218,"El Poble Sec",68,3,1,"3ª","Más de 50 años","2","","Reformada",3,60,"Sí","No","Sí",17.91,"4"
5000,"Les Tres Torres",234,4,3,"1ª","Entre 10 y 20 años","Más de 2","Eléctrica","",1,15,"Sí","Sí","No",21.37,"5"
1342,"La Dreta De Eixample",45,1,1,"Bajo","Más de 50 años","","","",0,60,"No","No","No",29.82,"2"
1300,"Estudio Sant Pere Santa Caterina La Ribera",50,1,1,"Principal","Entre 20 y 30 años","Más de 2","","Totalmente equipada",1,25,"Sí","No","Sí",26,"2"
925,"La Maternitat Sant Ramon",47,1,1,"2ª","Más de 50 años","1","Eléctrica","Independiente",2,60,"Sí","Sí","Sí",19.68,"2"
2700,"La Vila De Gracia",135,3,2,"5ª","Entre 30 y 50 años","Más de 2","Eléctrica","",5,40,"Sí","Sí","No",20,"3"
1158,"El Raval",63,2,1,"4ª","Más de 50 años","2","","Equipado",4,60,"Sí","No","Sí",18.38,"1"
2055,"Antiga Esquerra De Eixample",87,3,2,"1ª","Más de 50 años","1","Gas natural","",1,60,"Sí","Sí","No",23.62,"4"
960,"El Barri Gotic",60,1,2,"3ª","Más de 50 años","","Central","Totalmente equipada",3,60,"No","Sí","Sí",16,"2"
1000,"Sant Pere Santa Caterina La Ribera",45,1,1,"2ª","Más de 50 años","1","Eléctrica","Abierta",2,60,"Sí","Sí","Sí",22.22,"2"
10500,"La Dreta De Eixample",220,4,4,"4ª","Más de 50 años","Más de 2","Eléctrica","",4,60,"Sí","Sí","No",47.73,"5"
3300,"Antiga Esquerra De Eixample",94,2,2,"2ª","Menos de 5 años","Más de 2","Central","",2,2.5,"Sí","Sí","No",35.11,"1"
1490,"La Dreta De Eixample",70,3,1,"4ª","Entre 30 y 50 años","2","Eléctrica","Independiente",4,40,"Sí","Sí","Sí",21.29,"4"
900,"Sants Montjuic Hostafrancs",45,1,1,"4ª","Más de 50 años","","Eléctrica","Independiente",4,60,"No","Sí","Sí",20,"2"
5145,"Diagonal Mar El Front Maritim Del Poblenou",80,1,1,"5ª","Menos de 5 años","Más de 2","Central","Americana",5,2.5,"Sí","Sí","Sí",64.31,"1"
8300,"La Dreta De Eixample",128,2,2,"1ª","Menos de 5 años","1","","",1,2.5,"Sí","No","No",64.84,"5"
775,"Estudio El Raval",27,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",28.7,"2"
900,"Estudio El Putxet El Farro",30,1,1,"Bajo","Más de 50 años","","Gas natural","Totalmente equipada",0,60,"No","Sí","Sí",30,"2"
2700,"La Dreta De Eixample",70,3,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",38.57,"4"
2400,"La Dreta De Eixample",65,2,1,"2ª","Más de 50 años","","","",2,60,"No","No","No",36.92,"1"
3224,"Sant Pere Santa Caterina La Ribera",100,2,4,"4ª","Menos de 5 años","Más de 2","Eléctrica","",4,2.5,"Sí","Sí","No",32.24,"1"
1428,"La Nova Esquerra De Eixample",72,2,1,"1ª","Más de 50 años","","","Totalmente equipada",1,60,"No","No","Sí",19.83,"1"
5100,"La Dreta De Eixample",223,7,3,"3ª","Más de 50 años","Más de 2","","Americana",3,60,"Sí","No","Sí",22.87,"5"
8000,"El Putxet El Farro",320,5,6,"8ª","Más de 50 años","Más de 2","Central","",8,60,"Sí","Sí","No",25,"5"
2150,"La Dreta De Eixample",70,2,2,"1ª","Más de 50 años","Más de 2","Eléctrica","",1,60,"Sí","Sí","No",30.71,"1"
7500,"La Dreta De Eixample",300,2,2,"4ª","Más de 50 años","Más de 2","Gas natural","",4,60,"Sí","Sí","No",25,"5"
7500,"Sant Pere Santa Caterina La Ribera",300,2,2,"4ª","Más de 50 años","Más de 2","Gas natural","",4,60,"Sí","Sí","No",25,"5"
1250,"Estudio Ciutat Vella La Barceloneta",35,1,1,"Bajo","Más de 50 años","","","Equipada",0,60,"No","No","Sí",35.71,"2"
850,"El Congres Els Indians",42,1,1,"2ª","Entre 30 y 50 años","1","Eléctrica","Americana",2,40,"Sí","Sí","Sí",20.24,"2"
5939,"La Dreta De Eixample",170,3,3,"4ª","Más de 50 años","1","Eléctrica","",4,60,"Sí","Sí","No",34.94,"5"
2900,"Sant Pere Santa Caterina La Ribera",110,2,2,"1ª","Más de 50 años","","Eléctrica","",1,60,"No","Sí","No",26.36,"1"
1000,"La Maternitat Sant Ramon",50,1,1,"6ª","Más de 50 años","","","",6,60,"No","No","No",20,"2"
4000,"La Nova Esquerra De Eixample",130,4,2,"2ª","Más de 50 años","","","",2,60,"No","No","No",30.77,"3"
2700,"La Dreta De Eixample",96,2,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",28.12,"1"
3300,"El Raval",120,3,3,"2ª","Entre 10 y 20 años","","","",2,15,"No","No","No",27.5,"3"
3000,"La Dreta De Eixample",75,3,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",40,"4"
7500,"Sant Pere Santa Caterina La Ribera",293,2,2,"4ª","Más de 50 años","1","Central","Cocina equipada",4,60,"Sí","Sí","Sí",25.6,"5"
4200,"La Dreta De Eixample",110,3,2,"3ª","Más de 50 años","1","Central","Cocina equipada",3,60,"Sí","Sí","Sí",38.18,"3"
975,"Estudio La Vila De Gracia",40,3,1,"2ª","Entre 30 y 50 años","","Eléctrica","Independiente",2,40,"No","Sí","Sí",24.38,"4"
1350,"El Barri Gotic",57,2,1,"3ª","Entre 5 y 10 años","2","","",3,7.5,"Sí","No","No",23.68,"1"
1342,"La Nova Esquerra De Eixample",69,3,1,"6ª","Entre 10 y 20 años","1","Gas natural","Independiente",6,15,"Sí","Sí","Sí",19.45,"4"
1200,"La Vila De Gracia",55,1,1,"2ª","Más de 50 años","1","Eléctrica","Independiente",2,60,"Sí","Sí","Sí",21.82,"2"
4000,"5 0/",150,4,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",26.67,"3"
2650,"0 0/",150,4,2,"4ª","Más de 50 años","","","",4,60,"No","No","No",17.67,"3"
3350,"Eixample Sant Antoni",110,3,3,"3ª","Más de 50 años","","","",3,60,"No","No","No",30.45,"3"
2990,"Eixample Sant Antoni",82,2,2,"2ª","Más de 50 años","","","",2,60,"No","No","No",36.46,"1"
2950,"Eixample Sant Antoni",85,2,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",34.71,"1"
1075,"La Marina Del Port Parc De Montjuic",71,1,1,"1ª","Más de 50 años","","","",1,60,"No","No","No",15.14,"2"
2750,"La Dreta De Eixample",96,2,2,"6ª","Más de 50 años","","","",6,60,"No","No","No",28.65,"1"
2780,"La Vila De Gracia",100,3,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",27.8,"3"
950,"El Barri Gotic",83,1,1,"Bajo","Más de 50 años","","","",0,60,"No","No","No",11.45,"2"
1100,"El Raval",50,1,1,"4ª","Más de 50 años","1","","Abierta",4,60,"Sí","No","Sí",22,"2"
2200,"Pedralbes",112,1,1,"Bajo","Más de 50 años","","","",0,60,"No","No","No",19.64,"2"
950,"Antiga Esquerra De Eixample",29,1,1,"5ª","Más de 50 años","1","","Totalmente equipada",5,60,"Sí","No","Sí",32.76,"2"
950,"Ciutat Vella La Barceloneta",35,2,1,"5ª","Más de 50 años","","","",5,60,"No","No","No",27.14,"2"
1290,"La Marina Del Port Parc De Montjuic",59,2,1,"2ª","Entre 10 y 20 años","1","","",2,15,"Sí","No","No",21.86,"1"
800,"El Barri Gotic",32,1,1,"4ª","Más de 50 años","","Eléctrica","Abierta",4,60,"No","Sí","Sí",25,"2"
4500,"La Dreta De Eixample",185,4,2,"4ª","Más de 50 años","","Eléctrica","",4,60,"No","Sí","No",24.32,"5"
6000,"Diagonal Mar El Front Maritim Del Poblenou",158,3,2,"10ª","Más de 50 años","","Gas natural","",10,60,"No","Sí","No",37.97,"5"
1850,"La Dreta De Eixample",65,1,1,"6ª","Menos de 5 años","Más de 2","Central","",6,2.5,"Sí","Sí","No",28.46,"2"
4500,"La Dreta De Eixample",160,4,3,"1ª","Menos de 5 años","Más de 2","Eléctrica","",1,2.5,"Sí","Sí","No",28.12,"3"
4500,"La Dreta De Eixample",160,4,3,"Principal","Entre 5 y 10 años","Más de 2","Eléctrica","",1,7.5,"Sí","Sí","No",28.12,"3"
3950,"La Dreta De Eixample",47,1,1,"4ª","Menos de 5 años","Más de 2","Gas natural","",4,2.5,"Sí","Sí","No",84.04,"2"
8100,"La Dreta De Eixample",130,2,2,"4ª","Menos de 5 años","Más de 2","Central","",4,2.5,"Sí","Sí","No",62.31,"5"
4650,"La Dreta De Eixample",59,2,1,"3ª","Menos de 5 años","Más de 2","Central","",3,2.5,"Sí","Sí","No",78.81,"1"
2200,"El Barri Gotic",90,2,1,"Entresuelo","Más de 50 años","2","Eléctrica","Americana",0.5,60,"Sí","Sí","Sí",24.44,"1"
990,"La Dreta De Eixample",45,1,1,"Bajo","Más de 50 años","","","",0,60,"No","No","No",22,"2"
750,"El Raval",42,1,1,"7ª","Más de 50 años","","","Independiente",7,60,"No","No","Sí",17.86,"2"
851,"La Nova Esquerra De Eixample",39,1,1,"Entresuelo","Entre 30 y 50 años","","","",0.5,40,"No","No","No",21.82,"2"
1371,"Sant Pere Santa Caterina La Ribera",73,3,2,"2ª","Más de 50 años","","","",2,60,"No","No","No",18.78,"4"
1400,"Sant Pere Santa Caterina La Ribera",83,2,2,"3ª","Más de 50 años","","","",3,60,"No","No","No",16.87,"1"
2750,"Sant Gervasi Galvany",170,3,2,"2ª","Más de 50 años","1","","",2,60,"Sí","No","No",16.18,"3"
2200,"El Congres Els Indians",90,4,2,"6ª","Más de 50 años","1","","",6,60,"Sí","No","No",24.44,"3"
1590,"Sant Andreu Barrio",58,1,1,"1ª","Menos de 5 años","","","",1,2.5,"No","No","No",27.41,"2"
2800,"El Raval",86,4,2,"2ª","Más de 50 años","1","","Cocina amueblada",2,60,"Sí","No","Sí",32.56,"3"
2100,"Eixample Sant Antoni",81,4,2,"5ª","Más de 50 años","","","Cocina amueblada",5,60,"No","No","Sí",25.93,"4"
2500,"El Fort Pienc",105,3,2,"4ª","Más de 50 años","","","Cocina amueblada",4,60,"No","No","Sí",23.81,"3"
1200,"El Camp De Arpa Del Clot",25,1,1,"1ª","Más de 50 años","","Central","",1,60,"No","Sí","No",48,"2"
7300,"El Barri Gotic",300,5,4,"1ª","Menos de 5 años","1","Central","Cocina equipada",1,2.5,"Sí","Sí","Sí",24.33,"5"
8250,"El Barri Gotic",156,2,2,"1ª","Menos de 5 años","1","Central","Cocina equipada",1,2.5,"Sí","Sí","Sí",52.88,"5"
9000,"Sant Gervasi La Bonanova",230,4,3,"1ª","Más de 50 años","1","Central","Cocina equipada",1,60,"Sí","Sí","Sí",39.13,"5"
6600,"El Barri Gotic",293,2,2,"1ª","Menos de 5 años","1","Central","Cocina equipada",1,2.5,"Sí","Sí","Sí",22.53,"5"
7950,"Les Tres Torres",309,6,4,"1ª","Entre 20 y 30 años","1","Central","Cocina equipada",1,25,"Sí","Sí","Sí",25.73,"5"
4000,"Sant Gervasi Galvany",200,5,3,"1ª","Más de 50 años","","Central","Cocina equipada",1,60,"No","Sí","Sí",20,"5"
9900,"El Barri Gotic",234,2,3,"1ª","Menos de 5 años","1","Central","Cocina equipada",1,2.5,"Sí","Sí","Sí",42.31,"5"
6600,"El Barri Gotic",125,2,2,"1ª","Menos de 5 años","1","Central","Cocina equipada",1,2.5,"Sí","Sí","Sí",52.8,"3"
3224,"Ciutat Vella La Barceloneta",99,1,2,"1ª","Entre 5 y 10 años","1","Central","Cocina equipada",1,7.5,"Sí","Sí","Sí",32.57,"2"
8665,"El Barri Gotic",218,3,3,"1ª","Menos de 5 años","1","Central","Cocina equipada",1,2.5,"Sí","Sí","Sí",39.75,"5"
9000,"La Vila De Gracia",248,5,3,"1ª","Más de 50 años","1","Central","Cocina equipada",1,60,"Sí","Sí","Sí",36.29,"5"
1850,"La Nova Esquerra De Eixample",52,1,1,"2ª","Más de 50 años","1","Eléctrica","",2,60,"Sí","Sí","No",35.58,"2"
11000,"La Dreta De Eixample",140,3,2,"1ª","Más de 50 años","1","Central","Cocina equipada",1,60,"Sí","Sí","Sí",78.57,"5"
5939,"Antiga Esquerra De Eixample",205,3,3,"1ª","Más de 50 años","1","Central","Cocina equipada",1,60,"Sí","Sí","Sí",28.97,"5"
10500,"El Barri Gotic",146,2,2,"1ª","Más de 50 años","1","Central","Cocina equipada",1,60,"Sí","Sí","Sí",71.92,"5"
1300,"Estudio Sants Montjuic Sants",55,3,1,"3ª","Entre 30 y 50 años","1","","",3,40,"Sí","No","No",23.64,"4"
2000,"Sant Andreu Barrio",120,3,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",16.67,"3"
2000,"Sant Andreu Barrio",100,2,1,"Bajo","Menos de 5 años","","","",0,2.5,"No","No","No",20,"1"
3100,"Diagonal Mar El Front Maritim Del Poblenou",98,3,2,"1ª","Más de 50 años","","","",1,60,"No","No","No",31.63,"3"
850,"El Putxet El Farro",33,3,1,"3ª","Entre 30 y 50 años","","","",3,40,"No","No","No",25.76,"4"
1890,"Sant Andreu Barrio",85,2,2,"4ª","Menos de 5 años","","","",4,2.5,"No","No","No",22.24,"1"
